Date / Time,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2],Latitude,Longitude,Altitude
2021-07-24 15:55:00 EDT,26.8,46.7,3.4,196,605,40.76754,-73.96449,94.8
2021-07-24 16:00:00 EDT,27.0,46.1,2.7,209,620,40.76754,-73.96449,94.8
2021-07-24 16:05:00 EDT,27.2,44.6,1.9,208,456,40.76754,-73.96449,94.8
2021-07-24 16:10:00 EDT,27.0,45.0,2.4,200,439,40.76754,-73.96449,94.8
2021-07-24 16:15:00 EDT,26.9,45.0,2.9,196,498,40.76754,-73.96449,94.8
2021-07-24 16:20:00 EDT,27.1,44.3,2.2,202,359,40.76754,-73.96449,94.8
2021-07-24 16:25:00 EDT,27.0,44.0,2.1,176,303,40.76754,-73.96449,94.8
2021-07-24 16:30:00 EDT,27.1,44.5,2.3,168,162,40.76754,-73.96449,94.8
2021-07-24 16:35:00 EDT,27.0,44.8,2.2,156,365,40.76754,-73.96449,94.8
2021-07-24 16:40:00 EDT,26.9,45.5,2.0,176,173,40.76754,-73.96449,94.8
2021-07-24 16:45:00 EDT,26.7,46.1,2.0,137,138,40.76754,-73.96449,94.8
2021-07-24 16:50:00 EDT,26.3,46.4,3.6,149,139,40.76754,-73.96449,94.8
2021-07-24 16:55:00 EDT,25.9,47.2,4.0,147,145,40.76754,-73.96449,94.8
2021-07-24 17:00:00 EDT,25.9,47.6,2.3,165,170,40.76754,-73.96449,94.8
2021-07-24 17:05:00 EDT,26.1,47.3,2.2,154,173,40.76754,-73.96449,94.8
2021-07-24 17:10:00 EDT,25.8,47.6,2.3,146,174,40.76754,-73.96449,94.8
2021-07-24 17:15:00 EDT,25.5,48.7,4.1,146,161,40.76754,-73.96449,94.8
2021-07-24 17:20:00 EDT,25.5,49.0,2.4,178,154,40.76754,-73.96449,94.8
2021-07-24 17:25:00 EDT,25.7,47.5,1.5,159,174,40.76754,-73.96449,94.8
2021-07-24 17:30:00 EDT,25.9,46.7,1.9,169,301,40.76754,-73.96449,94.8
2021-07-24 17:35:00 EDT,25.9,46.6,2.5,173,283,40.76754,-73.96449,94.8
2021-07-24 17:40:00 EDT,25.8,47.7,2.2,164,321,40.76754,-73.96449,94.8
2021-07-24 17:45:00 EDT,25.7,48.3,3.2,143,287,40.76754,-73.96449,94.8
2021-07-24 17:50:00 EDT,25.5,49.3,2.8,157,224,40.76754,-73.96449,94.8
2021-07-24 17:55:00 EDT,25.4,49.0,2.0,161,130,40.76754,-73.96449,94.8
2021-07-24 18:00:00 EDT,25.2,48.9,3.2,148,109,40.76754,-73.96449,94.8
2021-07-24 18:05:00 EDT,25.2,49.7,2.3,144,96,40.76754,-73.96449,94.8
2021-07-24 18:10:00 EDT,25.3,49.3,2.3,165,117,40.76754,-73.96449,94.8
2021-07-24 18:15:00 EDT,25.4,49.1,1.9,165,131,40.76754,-73.96449,94.8
2021-07-24 18:20:00 EDT,25.3,49.2,2.3,155,107,40.76754,-73.96449,94.8
2021-07-24 18:25:00 EDT,25.1,49.5,2.7,178,108,40.76754,-73.96449,94.8
2021-07-24 18:30:00 EDT,25.1,48.3,3.0,178,113,40.76754,-73.96449,94.8
2021-07-24 18:35:00 EDT,25.0,46.8,2.4,156,102,40.76754,-73.96449,94.8
2021-07-24 18:40:00 EDT,25.2,46.2,2.6,176,99,40.76754,-73.96449,94.8
2021-07-24 18:45:00 EDT,25.1,46.2,2.8,163,92,40.76754,-73.96449,94.8
2021-07-24 18:50:00 EDT,25.1,46.3,3.1,172,119,40.76754,-73.96449,94.8
2021-07-24 18:55:00 EDT,25.2,46.2,1.7,148,138,40.76754,-73.96449,94.8
2021-07-24 19:00:00 EDT,25.3,45.8,2.0,160,119,40.76754,-73.96449,94.8
2021-07-24 19:05:00 EDT,25.3,45.9,1.6,161,125,40.76754,-73.96449,94.8
2021-07-24 19:10:00 EDT,25.3,45.7,1.5,156,124,40.76754,-73.96449,94.8
2021-07-24 19:15:00 EDT,25.3,45.9,2.6,173,103,40.76754,-73.96449,94.8
2021-07-24 19:20:00 EDT,25.2,46.3,2.4,171,69,40.76754,-73.96449,94.8
2021-07-24 19:25:00 EDT,25.2,46.1,1.3,120,53,40.76754,-73.96449,94.8
2021-07-24 19:30:00 EDT,25.1,46.1,2.4,177,38,40.76754,-73.96449,94.8
2021-07-24 19:35:00 EDT,25.0,46.6,2.0,164,27,40.76754,-73.96449,94.8
2021-07-24 19:40:00 EDT,25.0,46.8,2.2,168,21,40.76754,-73.96449,94.8
2021-07-24 19:45:00 EDT,24.9,47.3,3.0,167,18,40.76754,-73.96449,94.8
2021-07-24 19:50:00 EDT,24.8,48.0,2.4,184,19,40.76754,-73.96449,94.8
2021-07-24 19:55:00 EDT,24.8,48.0,2.0,182,18,40.76754,-73.96449,94.8
2021-07-24 20:00:00 EDT,24.6,48.1,3.0,169,14,40.76754,-73.96449,94.8
